,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Cabin_Class,Cabin_Num,Status,Married
339,340,0,1,Mr,0,45.0,0,0,113784,36.0,2,,,1.0,
340,341,1,2,Master,0,2.0,1,1,230080,26.0,2,6.0,2,2.0,
341,342,1,1,Miss,1,24.0,3,2,19950,263.0,2,3.0,23,1.0,0.0
342,343,0,2,Mr,0,28.0,0,0,248740,13.0,2,,,1.0,
343,344,0,2,Mr,0,25.0,0,0,244361,13.0,2,,,1.0,
344,345,0,2,Mr,0,36.0,0,0,229236,13.0,2,,,1.0,
345,346,1,2,Miss,1,24.0,0,0,248733,13.0,2,6.0,33,1.0,0.0
346,347,1,2,Miss,1,40.0,0,0,31418,13.0,2,,,1.0,0.0
347,348,1,3,Mrs,1,,1,0,386525,16.0,2,,,1.0,1.0
348,349,1,3,Master,0,3.0,1,1,C.A. 37671,16.0,2,,,2.0,
349,350,0,3,Mr,0,42.0,0,0,315088,9.0,2,,,1.0,
350,351,0,3,Mr,0,23.0,0,0,7267,9.0,2,,,1.0,
351,352,0,1,Mr,0,,0,0,113510,35.0,2,3.0,128,1.0,
352,353,0,3,Mr,0,15.0,1,1,2695,7.0,0,,,1.0,
353,354,0,3,Mr,0,25.0,1,0,349237,18.0,2,,,1.0,
354,355,0,3,Mr,0,,0,0,2647,7.0,0,,,1.0,
355,356,0,3,Mr,0,28.0,0,0,345783,10.0,2,,,1.0,
356,357,1,1,Miss,1,22.0,0,1,113505,55.0,2,5.0,33,1.0,0.0
357,358,0,2,Miss,1,38.0,0,0,237671,13.0,2,,,1.0,0.0
358,359,1,3,Miss,1,,0,0,330931,8.0,1,,,1.0,0.0
359,360,1,3,Miss,1,,0,0,330980,8.0,1,,,1.0,0.0
360,361,0,3,Mr,0,40.0,1,4,347088,28.0,2,,,1.0,
361,362,0,2,Mr,0,29.0,1,0,SC/PARIS 2167,28.0,0,,,1.0,
362,363,0,3,Mrs,1,45.0,0,1,2691,14.0,0,,,1.0,1.0
363,364,0,3,Mr,0,35.0,0,0,SOTON/O.Q. 3101310,7.0,2,,,1.0,
364,365,0,3,Mr,0,,1,0,370365,16.0,1,,,1.0,
365,366,0,3,Mr,0,30.0,0,0,C 7076,7.0,2,,,1.0,
366,367,1,1,Mrs,1,60.0,1,0,110813,75.0,0,4.0,37,1.0,1.0
367,368,1,3,Mrs,1,,0,0,2626,7.0,0,,,1.0,1.0
368,369,1,3,Miss,1,,0,0,14313,8.0,1,,,1.0,0.0
369,370,1,1,Mme,1,24.0,0,0,PC 17477,69.0,0,2.0,35,1.0,1.0
370,371,1,1,Mr,0,25.0,1,0,11765,55.0,0,5.0,50,1.0,
371,372,0,3,Mr,0,18.0,1,0,3101267,6.0,2,,,1.0,
372,373,0,3,Mr,0,19.0,0,0,323951,8.0,2,,,1.0,
373,374,0,1,Mr,0,22.0,0,0,PC 17760,136.0,0,,,1.0,
374,375,0,3,Miss,1,3.0,3,1,349909,21.0,2,,,1.0,0.0
375,376,1,1,Mrs,1,,1,0,PC 17604,82.0,0,,,1.0,1.0
376,377,1,3,Miss,1,22.0,0,0,C 7077,7.0,2,,,1.0,0.0
377,378,0,1,Mr,0,27.0,0,2,113503,212.0,0,3.0,82,1.0,
378,379,0,3,Mr,0,20.0,0,0,2648,4.0,0,,,1.0,
379,380,0,3,Mr,0,19.0,0,0,347069,8.0,2,,,1.0,
380,381,1,1,Miss,1,42.0,0,0,PC 17757,228.0,0,,,1.0,0.0
381,382,1,3,Miss,1,1.0,0,2,2653,16.0,0,,,1.0,0.0
382,383,0,3,Mr,0,32.0,0,0,STON/O 2. 3101293,8.0,2,,,1.0,
383,384,1,1,Mrs,1,35.0,1,0,113789,52.0,2,,,1.0,1.0
384,385,0,3,Mr,0,,0,0,349227,8.0,2,,,1.0,
385,386,0,2,Mr,0,18.0,0,0,S.O.C. 14879,74.0,2,,,1.0,
386,387,0,3,Master,0,1.0,5,2,CA 2144,47.0,2,,,2.0,
387,388,1,2,Miss,1,36.0,0,0,27849,13.0,2,,,1.0,0.0
388,389,0,3,Mr,0,,0,0,367655,8.0,1,,,1.0,
389,390,1,2,Miss,1,17.0,0,0,SC 1748,12.0,0,,,1.0,0.0
390,391,1,1,Mr,0,36.0,1,2,113760,120.0,2,2.0,96,1.0,
391,392,1,3,Mr,0,21.0,0,0,350034,8.0,2,,,1.0,
392,393,0,3,Mr,0,28.0,2,0,3101277,8.0,2,,,1.0,
393,394,1,1,Miss,1,23.0,1,0,35273,113.0,0,4.0,36,1.0,0.0
394,395,1,3,Mrs,1,24.0,0,2,PP 9549,17.0,2,7.0,6,1.0,1.0
395,396,0,3,Mr,0,22.0,0,0,350052,8.0,2,,,1.0,
396,397,0,3,Miss,1,31.0,0,0,350407,8.0,2,,,1.0,0.0
397,398,0,2,Mr,0,46.0,0,0,28403,26.0,2,,,1.0,
398,399,0,2,Dr,0,23.0,0,0,244278,10.0,2,,,,
399,400,1,2,Mrs,1,28.0,0,0,240929,13.0,2,,,1.0,1.0
400,401,1,3,Mr,0,39.0,0,0,STON/O 2. 3101289,8.0,2,,,1.0,
401,402,0,3,Mr,0,26.0,0,0,341826,8.0,2,,,1.0,
402,403,0,3,Miss,1,21.0,1,0,4137,10.0,2,,,1.0,0.0
403,404,0,3,Mr,0,28.0,1,0,STON/O2. 3101279,16.0,2,,,1.0,
404,405,0,3,Miss,1,20.0,0,0,315096,9.0,2,,,1.0,0.0
405,406,0,2,Mr,0,34.0,1,0,28664,21.0,2,,,1.0,
406,407,0,3,Mr,0,51.0,0,0,347064,8.0,2,,,1.0,
407,408,1,2,Master,0,3.0,1,1,29106,19.0,2,,,2.0,
408,409,0,3,Mr,0,21.0,0,0,312992,8.0,2,,,1.0,
409,410,0,3,Miss,1,,3,1,4133,25.0,2,,,1.0,0.0
410,411,0,3,Mr,0,,0,0,349222,8.0,2,,,1.0,
411,412,0,3,Mr,0,,0,0,394140,7.0,1,,,1.0,
412,413,1,1,Miss,1,33.0,1,0,19928,90.0,1,3.0,78,1.0,0.0
413,414,0,2,Mr,0,,0,0,239853,0.0,2,,,1.0,
414,415,1,3,Mr,0,44.0,0,0,STON/O 2. 3101269,8.0,2,,,1.0,
415,416,0,3,Mrs,1,,0,0,343095,8.0,2,,,1.0,1.0
416,417,1,2,Mrs,1,34.0,1,1,28220,32.0,2,,,1.0,1.0
417,418,1,2,Miss,1,18.0,0,2,250652,13.0,2,,,1.0,0.0
418,419,0,2,Mr,0,30.0,0,0,28228,13.0,2,,,1.0,
419,420,0,3,Miss,1,10.0,0,2,345773,24.0,2,,,1.0,0.0
420,421,0,3,Mr,0,,0,0,349254,8.0,0,,,1.0,
421,422,0,3,Mr,0,21.0,0,0,A/5. 13032,8.0,1,,,1.0,
422,423,0,3,Mr,0,29.0,0,0,315082,8.0,2,,,1.0,
423,424,0,3,Mrs,1,28.0,1,1,347080,14.0,2,,,1.0,1.0
424,425,0,3,Mr,0,18.0,1,1,370129,20.0,2,,,1.0,
425,426,0,3,Mr,0,,0,0,A/4. 34244,7.0,2,,,1.0,
426,427,1,2,Mrs,1,28.0,1,0,2003,26.0,2,,,1.0,1.0
427,428,1,2,Miss,1,19.0,0,0,250655,26.0,2,,,1.0,0.0
428,429,0,3,Mr,0,,0,0,364851,8.0,1,,,1.0,
429,430,1,3,Mr,0,32.0,0,0,SOTON/O.Q. 392078,8.0,2,5.0,10,1.0,
430,431,1,1,Mr,0,28.0,0,0,110564,27.0,2,3.0,52,1.0,
431,432,1,3,Mrs,1,,1,0,376564,16.0,2,,,1.0,1.0
432,433,1,2,Mrs,1,42.0,1,0,SC/AH 3085,26.0,2,,,1.0,1.0
433,434,0,3,Mr,0,17.0,0,0,STON/O 2. 3101274,7.0,2,,,1.0,
434,435,0,1,Mr,0,50.0,1,0,13507,56.0,2,5.0,44,1.0,
435,436,1,1,Miss,1,14.0,1,2,113760,120.0,2,2.0,96,1.0,0.0
436,437,0,3,Miss,1,21.0,2,2,W./C. 6608,34.0,2,,,1.0,0.0
437,438,1,2,Mrs,1,24.0,2,3,29106,19.0,2,,,1.0,1.0
438,439,0,1,Mr,0,64.0,1,4,19950,263.0,2,3.0,23,1.0,
439,440,0,2,Mr,0,31.0,0,0,C.A. 18723,10.0,2,,,1.0,
440,441,1,2,Mrs,1,45.0,1,1,F.C.C. 13529,26.0,2,,,1.0,1.0
441,442,0,3,Mr,0,20.0,0,0,345769,10.0,2,,,1.0,
442,443,0,3,Mr,0,25.0,1,0,347076,8.0,2,,,1.0,
443,444,1,2,Ms,1,28.0,0,0,230434,13.0,2,,,1.0,0.0
444,445,1,3,Mr,0,,0,0,65306,8.0,2,,,1.0,
445,446,1,1,Master,0,4.0,0,2,33638,82.0,2,1.0,34,2.0,
446,447,1,2,Miss,1,13.0,0,1,250644,20.0,2,,,1.0,0.0
447,448,1,1,Mr,0,34.0,0,0,113794,27.0,2,,,1.0,
448,449,1,3,Miss,1,5.0,2,1,2666,19.0,0,,,1.0,0.0
449,450,1,1,Major,0,52.0,0,0,113786,30.0,2,3.0,104,,
450,451,0,2,Mr,0,36.0,1,2,C.A. 34651,28.0,2,,,1.0,
451,452,0,3,Mr,0,,1,0,65303,20.0,2,,,1.0,
452,453,0,1,Mr,0,30.0,0,0,113051,28.0,0,3.0,111,1.0,
453,454,1,1,Mr,0,49.0,1,0,17453,89.0,0,3.0,92,1.0,
454,455,0,3,Mr,0,,0,0,A/5 2817,8.0,2,,,1.0,
455,456,1,3,Mr,0,29.0,0,0,349240,8.0,0,,,1.0,
456,457,0,1,Mr,0,65.0,0,0,13509,27.0,2,5.0,38,1.0,
457,458,1,1,Mrs,1,,1,0,17464,52.0,2,4.0,21,1.0,1.0
458,459,1,2,Miss,1,50.0,0,0,F.C.C. 13531,10.0,2,,,1.0,0.0
459,460,0,3,Mr,0,,0,0,371060,8.0,1,,,1.0,
460,461,1,1,Mr,0,48.0,0,0,19952,27.0,2,5.0,12,1.0,
461,462,0,3,Mr,0,34.0,0,0,364506,8.0,2,,,1.0,
462,463,0,1,Mr,0,47.0,0,0,111320,38.0,2,5.0,63,1.0,
463,464,0,2,Mr,0,48.0,0,0,234360,13.0,2,,,1.0,
464,465,0,3,Mr,0,,0,0,A/S 2816,8.0,2,,,1.0,
465,466,0,3,Mr,0,38.0,0,0,SOTON/O.Q. 3101306,7.0,2,,,1.0,
466,467,0,2,Mr,0,,0,0,239853,0.0,2,,,1.0,
467,468,0,1,Mr,0,56.0,0,0,113792,27.0,2,,,1.0,
468,469,0,3,Mr,0,,0,0,36209,8.0,1,,,1.0,
469,470,1,3,Miss,1,0.75,2,1,2666,19.0,0,,,1.0,0.0
470,471,0,3,Mr,0,,0,0,323592,7.0,2,,,1.0,
471,472,0,3,Mr,0,38.0,0,0,315089,9.0,2,,,1.0,
472,473,1,2,Mrs,1,33.0,1,2,C.A. 34651,28.0,2,,,1.0,1.0
473,474,1,2,Mrs,1,23.0,0,0,SC/AH Basle 541,14.0,0,4.0,,1.0,1.0
474,475,0,3,Miss,1,22.0,0,0,7553,10.0,2,,,1.0,0.0
475,476,0,1,Mr,0,,0,0,110465,52.0,2,1.0,14,1.0,
476,477,0,2,Mr,0,34.0,1,0,31027,21.0,2,,,1.0,
477,478,0,3,Mr,0,29.0,1,0,3460,7.0,2,,,1.0,
478,479,0,3,Mr,0,22.0,0,0,350060,8.0,2,,,1.0,
479,480,1,3,Miss,1,2.0,0,1,3101298,12.0,2,,,1.0,0.0
480,481,0,3,Master,0,9.0,5,2,CA 2144,47.0,2,,,2.0,
481,482,0,2,Mr,0,,0,0,239854,0.0,2,,,1.0,
482,483,0,3,Mr,0,50.0,0,0,A/5 3594,8.0,2,,,1.0,
483,484,1,3,Mrs,1,63.0,0,0,4134,10.0,2,,,1.0,1.0
484,485,1,1,Mr,0,25.0,1,0,11967,91.0,0,2.0,49,1.0,
485,486,0,3,Miss,1,,3,1,4133,25.0,2,,,1.0,0.0
486,487,1,1,Mrs,1,35.0,1,0,19943,90.0,2,3.0,93,1.0,1.0
487,488,0,1,Mr,0,58.0,0,0,11771,30.0,0,2.0,37,1.0,
488,489,0,3,Mr,0,30.0,0,0,A.5. 18509,8.0,2,,,1.0,
489,490,1,3,Master,0,9.0,1,1,C.A. 37671,16.0,2,,,2.0,
490,491,0,3,Mr,0,,1,0,65304,20.0,2,,,1.0,
491,492,0,3,Mr,0,21.0,0,0,SOTON/OQ 3101317,7.0,2,,,1.0,
492,493,0,1,Mr,0,55.0,0,0,113787,30.0,2,3.0,30,1.0,
493,494,0,1,Mr,0,71.0,0,0,PC 17609,50.0,0,,,1.0,
494,495,0,3,Mr,0,21.0,0,0,A/4 45380,8.0,2,,,1.0,
495,496,0,3,Mr,0,,0,0,2627,14.0,0,,,1.0,
496,497,1,1,Miss,1,54.0,1,0,36947,78.0,0,4.0,20,1.0,0.0
497,498,0,3,Mr,0,,0,0,C.A. 6212,15.0,2,,,1.0,
498,499,0,1,Mrs,1,25.0,1,2,113781,152.0,2,3.0,22,1.0,1.0
499,500,0,3,Mr,0,24.0,0,0,350035,8.0,2,,,1.0,
500,501,0,3,Mr,0,17.0,0,0,315086,9.0,2,,,1.0,
501,502,0,3,Miss,1,21.0,0,0,364846,8.0,1,,,1.0,0.0
502,503,0,3,Miss,1,,0,0,330909,8.0,1,,,1.0,0.0
503,504,0,3,Miss,1,37.0,0,0,4135,10.0,2,,,1.0,0.0
504,505,1,1,Miss,1,16.0,0,0,110152,86.0,2,2.0,79,1.0,0.0
505,506,0,1,Mr,0,18.0,1,0,PC 17758,109.0,0,3.0,65,1.0,
506,507,1,2,Mrs,1,33.0,0,2,26360,26.0,2,,,1.0,1.0
507,508,1,1,Mr,0,,0,0,111427,27.0,2,,,1.0,
508,509,0,3,Mr,0,28.0,0,0,C 4001,23.0,2,,,1.0,
509,510,1,3,Mr,0,26.0,0,0,1601,56.0,2,,,1.0,
510,511,1,3,Mr,0,29.0,0,0,382651,8.0,1,,,1.0,
511,512,0,3,Mr,0,,0,0,SOTON/OQ 3101316,8.0,2,,,1.0,
512,513,1,1,Mr,0,36.0,0,0,PC 17473,26.0,2,5.0,25,1.0,
513,514,1,1,Mrs,1,54.0,1,0,PC 17603,59.0,0,,,1.0,1.0
514,515,0,3,Mr,0,24.0,0,0,349209,7.0,2,,,1.0,
515,516,0,1,Mr,0,47.0,0,0,36967,34.0,2,4.0,46,1.0,
516,517,1,2,Mrs,1,34.0,0,0,C.A. 34260,10.0,2,6.0,33,1.0,1.0
517,518,0,3,Mr,0,,0,0,371110,24.0,1,,,1.0,
518,519,1,2,Mrs,1,36.0,1,0,226875,26.0,2,,,1.0,1.0
519,520,0,3,Mr,0,32.0,0,0,349242,8.0,2,,,1.0,
520,521,1,1,Miss,1,30.0,0,0,12749,94.0,2,2.0,73,1.0,0.0
521,522,0,3,Mr,0,22.0,0,0,349252,8.0,2,,,1.0,
522,523,0,3,Mr,0,,0,0,2624,7.0,0,,,1.0,
523,524,1,1,Mrs,1,44.0,0,1,111361,58.0,0,2.0,18,1.0,1.0
524,525,0,3,Mr,0,,0,0,2700,7.0,0,,,1.0,
525,526,0,3,Mr,0,40.5,0,0,367232,8.0,1,,,1.0,
526,527,1,2,Miss,1,50.0,0,0,W./C. 14258,10.0,2,,,1.0,0.0
527,528,0,1,Mr,0,,0,0,PC 17483,222.0,2,3.0,95,1.0,
528,529,0,3,Mr,0,39.0,0,0,3101296,8.0,2,,,1.0,
529,530,0,2,Mr,0,23.0,2,1,29104,12.0,2,,,1.0,
530,531,1,2,Miss,1,2.0,1,1,26360,26.0,2,,,1.0,0.0
531,532,0,3,Mr,0,,0,0,2641,7.0,0,,,1.0,
532,533,0,3,Mr,0,17.0,1,1,2690,7.0,0,,,1.0,
533,534,1,3,Mrs,1,,0,2,2668,22.0,0,,,1.0,1.0
534,535,0,3,Miss,1,30.0,0,0,315084,9.0,2,,,1.0,0.0
535,536,1,2,Miss,1,7.0,0,2,F.C.C. 13529,26.0,2,,,1.0,0.0
536,537,0,1,Major,0,45.0,0,0,113050,27.0,2,2.0,38,,
537,538,1,1,Miss,1,30.0,0,0,PC 17761,106.0,0,,,1.0,0.0
538,539,0,3,Mr,0,,0,0,364498,14.0,2,,,1.0,
539,540,1,1,Miss,1,22.0,0,2,13568,50.0,0,2.0,39,1.0,0.0
540,541,1,1,Miss,1,36.0,0,2,WE/P 5735,71.0,2,2.0,22,1.0,0.0
541,542,0,3,Miss,1,9.0,4,2,347082,31.0,2,,,1.0,0.0
542,543,0,3,Miss,1,11.0,4,2,347082,31.0,2,,,1.0,0.0
543,544,1,2,Mr,0,32.0,1,0,2908,26.0,2,,,1.0,
544,545,0,1,Mr,0,50.0,1,0,PC 17761,106.0,0,3.0,86,1.0,
545,546,0,1,Mr,0,64.0,0,0,693,26.0,2,,,1.0,
546,547,1,2,Mrs,1,19.0,1,0,2908,26.0,2,,,1.0,1.0
547,548,1,2,Mr,0,,0,0,SC/PARIS 2146,14.0,0,,,1.0,
548,549,0,3,Mr,0,33.0,1,1,363291,21.0,2,,,1.0,
549,550,1,2,Master,0,8.0,1,1,C.A. 33112,37.0,2,,,2.0,
550,551,1,1,Mr,0,17.0,0,2,17421,111.0,0,3.0,70,1.0,
551,552,0,2,Mr,0,27.0,0,0,244358,26.0,2,,,1.0,
552,553,0,3,Mr,0,,0,0,330979,8.0,1,,,1.0,
553,554,1,3,Mr,0,22.0,0,0,2620,7.0,0,,,1.0,
554,555,1,3,Miss,1,22.0,0,0,347085,8.0,2,,,1.0,0.0
555,556,0,1,Mr,0,62.0,0,0,113807,27.0,2,,,1.0,
556,557,1,1,Lady,1,48.0,1,0,11755,40.0,0,1.0,16,3.0,
557,558,0,1,Mr,0,,0,0,PC 17757,228.0,0,,,1.0,
558,559,1,1,Mrs,1,39.0,1,1,110413,80.0,2,5.0,67,1.0,1.0
559,560,1,3,Mrs,1,36.0,1,0,345572,17.0,2,,,1.0,1.0
560,561,0,3,Mr,0,,0,0,372622,8.0,1,,,1.0,
561,562,0,3,Mr,0,40.0,0,0,349251,8.0,2,,,1.0,
562,563,0,2,Mr,0,28.0,0,0,218629,14.0,2,,,1.0,
563,564,0,3,Mr,0,,0,0,SOTON/OQ 392082,8.0,2,,,1.0,
564,565,0,3,Miss,1,,0,0,SOTON/O.Q. 392087,8.0,2,,,1.0,0.0
565,566,0,3,Mr,0,24.0,2,0,A/4 48871,24.0,2,,,1.0,
566,567,0,3,Mr,0,19.0,0,0,349205,8.0,2,,,1.0,
567,568,0,3,Mrs,1,29.0,0,4,349909,21.0,2,,,1.0,1.0
568,569,0,3,Mr,0,,0,0,2686,7.0,0,,,1.0,
569,570,1,3,Mr,0,32.0,0,0,350417,8.0,2,,,1.0,
570,571,1,2,Mr,0,62.0,0,0,S.W./PP 752,10.0,2,,,1.0,
571,572,1,1,Mrs,1,53.0,2,0,11769,51.0,2,3.0,101,1.0,1.0
572,573,1,1,Mr,0,36.0,0,0,PC 17474,26.0,2,5.0,25,1.0,
573,574,1,3,Miss,1,,0,0,14312,8.0,1,,,1.0,0.0
574,575,0,3,Mr,0,16.0,0,0,A/4. 20589,8.0,2,,,1.0,
575,576,0,3,Mr,0,19.0,0,0,358585,14.0,2,,,1.0,
576,577,1,2,Miss,1,34.0,0,0,243880,13.0,2,,,1.0,0.0
577,578,1,1,Mrs,1,39.0,1,0,13507,56.0,2,5.0,44,1.0,1.0
578,579,0,3,Mrs,1,,1,0,2689,14.0,0,,,1.0,1.0
579,580,1,3,Mr,0,32.0,0,0,STON/O 2. 3101286,8.0,2,,,1.0,
580,581,1,2,Miss,1,25.0,1,1,237789,30.0,2,,,1.0,0.0
581,582,1,1,Mrs,1,39.0,1,1,17421,111.0,0,3.0,68,1.0,1.0
582,583,0,2,Mr,0,54.0,0,0,28403,26.0,2,,,1.0,
583,584,0,1,Mr,0,36.0,0,0,13049,40.0,0,1.0,10,1.0,
584,585,0,3,Mr,0,,0,0,3411,9.0,0,,,1.0,
585,586,1,1,Miss,1,18.0,0,2,110413,80.0,2,5.0,68,1.0,0.0
586,587,0,2,Mr,0,47.0,0,0,237565,15.0,2,,,1.0,
587,588,1,1,Mr,0,60.0,1,1,13567,79.0,0,2.0,41,1.0,
588,589,0,3,Mr,0,22.0,0,0,14973,8.0,2,,,1.0,
589,590,0,3,Mr,0,,0,0,A./5. 3235,8.0,2,,,1.0,
590,591,0,3,Mr,0,35.0,0,0,STON/O 2. 3101273,7.0,2,,,1.0,
591,592,1,1,Mrs,1,52.0,1,0,36947,78.0,0,4.0,20,1.0,1.0
592,593,0,3,Mr,0,47.0,0,0,A/5 3902,7.0,2,,,1.0,
593,594,0,3,Miss,1,,0,2,364848,8.0,1,,,1.0,0.0
594,595,0,2,Mr,0,37.0,1,0,SC/AH 29037,26.0,2,,,1.0,
595,596,0,3,Mr,0,36.0,1,1,345773,24.0,2,,,1.0,
596,597,1,2,Miss,1,,0,0,248727,33.0,2,,,1.0,0.0
597,598,0,3,Mr,0,49.0,0,0,LINE,0.0,2,,,1.0,
598,599,0,3,Mr,0,,0,0,2664,7.0,0,,,1.0,
599,600,1,1,Sir,0,49.0,1,0,PC 17485,57.0,0,1.0,20,2.0,
600,601,1,2,Mrs,1,24.0,2,1,243847,27.0,2,,,1.0,1.0
601,602,0,3,Mr,0,,0,0,349214,8.0,2,,,1.0,
602,603,0,1,Mr,0,,0,0,113796,42.0,2,,,1.0,
603,604,0,3,Mr,0,44.0,0,0,364511,8.0,2,,,1.0,
604,605,1,1,Mr,0,35.0,0,0,111426,27.0,0,,,1.0,
605,606,0,3,Mr,0,36.0,1,0,349910,16.0,2,,,1.0,
606,607,0,3,Mr,0,30.0,0,0,349246,8.0,2,,,1.0,
607,608,1,1,Mr,0,27.0,0,0,113804,30.0,2,,,1.0,
608,609,1,2,Mrs,1,22.0,1,2,SC/Paris 2123,42.0,0,,,1.0,1.0
609,610,1,1,Miss,1,40.0,0,0,PC 17582,153.0,2,3.0,125,1.0,0.0
610,611,0,3,Mrs,1,39.0,1,5,347082,31.0,2,,,1.0,1.0
611,612,0,3,Mr,0,,0,0,SOTON/O.Q. 3101305,7.0,2,,,1.0,
612,613,1,3,Miss,1,,1,0,367230,16.0,1,,,1.0,0.0
613,614,0,3,Mr,0,,0,0,370377,8.0,1,,,1.0,
614,615,0,3,Mr,0,35.0,0,0,364512,8.0,2,,,1.0,
615,616,1,2,Miss,1,24.0,1,2,220845,65.0,2,,,1.0,0.0
616,617,0,3,Mr,0,34.0,1,1,347080,14.0,2,,,1.0,
617,618,0,3,Mrs,1,26.0,1,0,A/5. 3336,16.0,2,,,1.0,1.0
618,619,1,2,Miss,1,4.0,2,1,230136,39.0,2,6.0,4,1.0,0.0
619,620,0,2,Mr,0,26.0,0,0,31028,10.0,2,,,1.0,
620,621,0,3,Mr,0,27.0,1,0,2659,14.0,0,,,1.0,
621,622,1,1,Mr,0,42.0,1,0,11753,53.0,2,4.0,19,1.0,
622,623,1,3,Mr,0,20.0,1,1,2653,16.0,0,,,1.0,
623,624,0,3,Mr,0,21.0,0,0,350029,8.0,2,,,1.0,
624,625,0,3,Mr,0,21.0,0,0,54636,16.0,2,,,1.0,
625,626,0,1,Mr,0,61.0,0,0,36963,32.0,2,4.0,50,1.0,
626,627,0,2,Rev,0,57.0,0,0,219533,12.0,1,,,,
627,628,1,1,Miss,1,21.0,0,0,13502,78.0,2,4.0,9,1.0,0.0
628,629,0,3,Mr,0,26.0,0,0,349224,8.0,2,,,1.0,
629,630,0,3,Mr,0,,0,0,334912,8.0,1,,,1.0,
630,631,1,1,Mr,0,80.0,0,0,27042,30.0,2,1.0,23,1.0,
631,632,0,3,Mr,0,51.0,0,0,347743,7.0,2,,,1.0,
632,633,1,1,Dr,0,32.0,0,0,13214,30.0,0,2.0,50,,
633,634,0,1,Mr,0,,0,0,112052,0.0,2,,,1.0,
634,635,0,3,Miss,1,9.0,3,2,347088,28.0,2,,,1.0,0.0
635,636,1,2,Miss,1,28.0,0,0,237668,13.0,2,,,1.0,0.0
636,637,0,3,Mr,0,32.0,0,0,STON/O 2. 3101292,8.0,2,,,1.0,
637,638,0,2,Mr,0,31.0,1,1,C.A. 31921,26.0,2,,,1.0,
638,639,0,3,Mrs,1,41.0,0,5,3101295,40.0,2,,,1.0,1.0
639,640,0,3,Mr,0,,1,0,376564,16.0,2,,,1.0,
640,641,0,3,Mr,0,20.0,0,0,350050,8.0,2,,,1.0,
641,642,1,1,Mlle,1,24.0,0,0,PC 17477,69.0,0,2.0,35,1.0,1.0
642,643,0,3,Miss,1,2.0,3,2,347088,28.0,2,,,1.0,0.0
643,644,1,3,Mr,0,,0,0,1601,56.0,2,,,1.0,
644,645,1,3,Miss,1,0.75,2,1,2666,19.0,0,,,1.0,0.0
645,646,1,1,Mr,0,48.0,1,0,PC 17572,77.0,0,4.0,33,1.0,
646,647,0,3,Mr,0,19.0,0,0,349231,8.0,2,,,1.0,
647,648,1,1,Col,0,56.0,0,0,13213,36.0,0,1.0,26,,
648,649,0,3,Mr,0,,0,0,S.O./P.P. 751,8.0,2,,,1.0,
649,650,1,3,Miss,1,23.0,0,0,CA. 2314,8.0,2,,,1.0,0.0
650,651,0,3,Mr,0,,0,0,349221,8.0,2,,,1.0,
651,652,1,2,Miss,1,18.0,0,1,231919,23.0,2,,,1.0,0.0
652,653,0,3,Mr,0,21.0,0,0,8475,8.0,2,,,1.0,
653,654,1,3,Miss,1,,0,0,330919,8.0,1,,,1.0,0.0
654,655,0,3,Miss,1,18.0,0,0,365226,7.0,1,,,1.0,0.0
655,656,0,2,Mr,0,24.0,2,0,S.O.C. 14879,74.0,2,,,1.0,
656,657,0,3,Mr,0,,0,0,349223,8.0,2,,,1.0,
657,658,0,3,Mrs,1,32.0,1,1,364849,16.0,1,,,1.0,1.0
658,659,0,2,Mr,0,23.0,0,0,29751,13.0,2,,,1.0,
659,660,0,1,Mr,0,58.0,0,2,35273,113.0,0,4.0,48,1.0,
660,661,1,1,Dr,0,50.0,2,0,PC 17611,134.0,2,,,,
661,662,0,3,Mr,0,40.0,0,0,2623,7.0,0,,,1.0,
662,663,0,1,Mr,0,47.0,0,0,5727,26.0,2,5.0,58,1.0,
663,664,0,3,Mr,0,36.0,0,0,349210,7.0,2,,,1.0,
664,665,1,3,Mr,0,20.0,1,0,STON/O 2. 3101285,8.0,2,,,1.0,
665,666,0,2,Mr,0,32.0,2,0,S.O.C. 14879,74.0,2,,,1.0,
666,667,0,2,Mr,0,25.0,0,0,234686,13.0,2,,,1.0,
667,668,0,3,Mr,0,,0,0,312993,8.0,2,,,1.0,
668,669,0,3,Mr,0,43.0,0,0,A/5 3536,8.0,2,,,1.0,
669,670,1,1,Mrs,1,,1,0,19996,52.0,2,3.0,126,1.0,1.0
670,671,1,2,Mrs,1,40.0,1,1,29750,39.0,2,,,1.0,1.0
671,672,0,1,Mr,0,31.0,1,0,F.C. 12750,52.0,2,2.0,71,1.0,
672,673,0,2,Mr,0,70.0,0,0,C.A. 24580,10.0,2,,,1.0,
673,674,1,2,Mr,0,31.0,0,0,244270,13.0,2,,,1.0,
674,675,0,2,Mr,0,,0,0,239856,0.0,2,,,1.0,
675,676,0,3,Mr,0,18.0,0,0,349912,8.0,2,,,1.0,
676,677,0,3,Mr,0,24.5,0,0,342826,8.0,2,,,1.0,
677,678,1,3,Miss,1,18.0,0,0,4138,10.0,2,,,1.0,0.0
678,679,0,3,Mrs,1,43.0,1,6,CA 2144,47.0,2,,,1.0,1.0
679,680,1,1,Mr,0,36.0,0,1,PC 17755,512.0,0,2.0,51,1.0,
680,681,0,3,Miss,1,,0,0,330935,8.0,1,,,1.0,0.0
